sentence_text,sentence_start,file_id,KAYCEE,KAYCEE_annotation,KATHLEEN,KATHLEEN_annotation,LIZ,LIZ_annotation
"Iftheresultsofthemoleculargeneticstestsarepositive,thatmeansthatanindividualmaybeacarrierofacertaindisease,be predisposedtodevelopingacertaindiseaseoractuallyhavethespecificdiseaseorconditionthatwasorderedbyyour physician.",4786,32141700,,,,,,
"Youmaywanttoconsiderfurtherindependenttesting,consultwithyourphysicianorpursuegeneticcounseling eveniftheresultsarenegative.",5008,32141700,,,,,,
Itisimportanttounderstandthelimitationsoftestingandtodiscusstheselimitationswithyourphysicianorgeneticcounselor beforetesting.,5134,32141700,,,,,,
"Forexample,theinterpretationoftestresultscouldbebaseduponprobabilities,andmaynotprovidea100percent definitiveanswertowhetherornotyouhaveaspecificgeneticdiseaseorareat-riskfordevelopingthedisease.",5260,32141700,,,,,,
What Should Happen Before and After Testing ,5458,32141700,,,,,,
"Yourphysicianorotherauthorizedperson,suchasageneticcounselor,shouldprovideyouwiththefollowing: 
1.",5504,32141700,,,,,,
Adiscussionofthepurposeanddescriptionofthetestandageneralwrittendescriptionofeachspecificdiseaseor conditiontestedfor.,5604,32141700,,,,,,
2.,5725,32141700,,,,,,
"Pre-testcounselingregardingtheexpectedoutcomesoftesting,thelikelihoodandtypeofincidentalresultsthatcould begeneratedandwhatresultswillorwillnotbedisclosed.",5729,32141700,,,,,,
Thesetestresultscanincludegenevariantsnotknowntobe specificallyassociatedwithadiseaseorgenevariantsknowntobeassociatedwithadiseasebutnotbelievedtobe relatedtotheconditionthatledtothetesting( secondaryfindings ).Secondaryfindingswillnotbereportedunless specificallyorderedbyyourphysicianafterconsultationwithamedicalgeneticistandageneticcounselor.,5884,32141700,,,,,,
"3. 
Informationregardingthereliabilityofpositiveornegativetestresults,andthelevelofcertaintythatapositivetestresult forthatdiseaseorconditionservesasapredictorofsuchdisease.",6233,32141700,,,,,,
4.,6409,32141700,,,,,,
Post-testcounselingtoprovideinformationaboutappropriatespecialistinterventionsassociatedwithclinicallyrelevantresults.,6413,32141700,,,,,,
Will Your Specimen or Data Be Used for Other Purposes ,6536,32141700,,,,,,
Geneticspecimensmaybekeptbythelaboratoryforadditionaldiagnostictestingasindicatedaboveandmaybeusedforinternal laboratoryqualityassurancepurposes.,6592,32141700,,,,,,
Geneticspecimenscanonlyberetainedfor60daysforNewYorkStateresidents.,6737,32141700,,,,,,
"AthenaDiagnosticsrequestsyourpermissiontouseyourspecimen,clinicalinformationanddatainade-identifiedway (",6806,32141700,,,,,['A'],"AthenaDiagnosticsrequestsyourpermissiontouseyourspecimen,clinicalinformationanddatainade-identifiedway (withoutanyidentifyinginformation)forresearch,educationalstudies,commercialpurposesand/orpublication,ifappropriate."
"withoutanyidentifyinginformation)forresearch,educationalstudies,commercialpurposesand/orpublication,ifappropriate.",6910,32141700,,,,,,
Yournameorotherpersonalidentifyinginformationwillnotbeusedinorlinkedtotheresultsofanystudiesandpublications.,7025,32141700,,,,,['C'],Yournameorotherpersonalidentifyinginformationwillnotbeusedinorlinkedtotheresultsofanystudiesandpublications.
"Anyspecimensthatyouhavedonatedwhichareusedinresearchmayresultinnewproducts,testsordiscoveries.",7134,32141700,,,,,,
"Insome instances,thismayhavepotentialcommercialvalueandmaybedevelopedandownedbytheAthenaDiagnosticsand/or others.",7228,32141700,,,,,,
"However,donorsdonotretainanypropertyrightstothematerials.",7341,32141700,,,,,['C'],"However,donorsdonotretainanypropertyrightstothematerials.Therefore,youwouldnotshareinanyfinancial benefitsfromtheseproducts,testsordiscoveries."
"Therefore,youwouldnotshareinanyfinancial benefitsfromtheseproducts,testsordiscoveries.",7398,32141700,,,,,,
"Ifyouchangeyourmindanddowanttouseyourspecimenforresearch,it willnotbepossibletoreliablyretrieveyourspecimenordataoncetheyarede-identified.",7484,32141700,,,,,,
Yourrefusaltohaveyourspecimen usedforresearchpurposeswillnotaffectyourresults.,7622,32141700,,,,,,
PleaseindicateyourapprovalordenialontheAthenaTestRequisition,7700,32141700,,,,,,
FormunderAuthorization to Use De-Identified Specimen or Data for Research.,7761,32141700,,,,,,
What About Confidentiality ,7838,32141700,,,,,,
Resultswillonlybereleasedtotheorderingphysicianordesigneeand/orothersasentitledbylaw.,7867,32141700,,,,,,
"Asdescribedabove, informationobtainedfromthetestmaybeusedinscientificpublicationsorpresentations,buttheidentityofallindividuals studiedwillnotberevealedinsuchpublicationsorpresentations.",7952,32141700,,,,,,
"Health Provider Statement 
Bytheirsignaturebelow,thehealthcareproviderindicatesthatheorshehasexplainedthepurposeofthetest,theprocedures, thebenefitsandrisksthatareinvolvedintestingtotheirpatient.",8141,32141700,,,,,,
Hisorherpatienthasbeengiventheopportunitytoask questionsaboutthisconsentandseekgeneticcounseling.,8336,32141700,,,,,,
Thehealthcareprovideracknowledgesthathisorherpatienthas voluntarilydecidedtohavethetestperformedatAthenaDiagnostics.,8433,32141700,,,,,,
SignatureofPersonObtainingConsent,8551,32141700,,,,,,
"Date 
PrintedNameofPersonObtainingConsent 

Patient",8585,32141700,,,,,,
 s,8636,32141700,,,,,,
Statement,8639,32141700,,,,,,
"I,theundersigned,havebeeninformedaboutthetest(s)purpose,",8650,32141700,,,,,,
"procedures,possiblebenefitsandrisks,andIhavereceived acopyofthisconsent.",8706,32141700,,,,,,
"IhavebeengiventheopportunitytoaskquestionsbeforeIsign,andIhavebeentoldthatIcanask otherquestionsatanytime.",8778,32141700,,,,,,
Ivoluntarilyagreetogenetictesting.,8884,32141700,,,['A'],Ivoluntarilyagreetogenetictesting.,['A'],Ivoluntarilyagreetogenetictesting.
"SignatureofPatient Date 
PrintedNameofPatient",8920,32141700,,,,,,
"SignatureofParentorLegallyAuthorizedRepresentative Date 
PrintedNameofParentorLegallyAuthorizedRepresentative RelationshiptoParticipant 


Glossary 
DNA (deoxyribonucleicacid): Themoleculethatencodesgeneticinformation.",8967,32141700,,,,,,
DNAisadouble-strandedmoleculeheld togetherbyweakbondsbetweenbasepairsofnucleotides.,9185,32141700,,,,,,
"ThefournucleotidesinDNAcontainthebases:adenine(A), guanine(G),cytosine(C)andthymine(T).Innature,basepairsformonlybetweenAandTandbetweenGandC;thusthe basesequenceofeachsinglestrandcanbededucedfromthatofitspartner.",9268,32141700,,,,,,
Chromosomes: TheselfreplicatinggeneticstructuresofcellscontainingthecellularDNAthatbearsinitsnucleotide sequencethelineararrayofgenes.,9482,32141700,,,,,,
Exome: Allthegeneticmaterialinthepartsofthechromosomesofahumanthatcodeforproteins.,9618,32141700,,,,,,
Gene: Thefundamentalphysicalandfunctionalunitofheredity.,9702,32141700,,,,,,
"Ageneisanorderedsequenceofnucleotideslocatedina particularpositiononaparticularchromosomethatencodesaspecificfunctionalproduct(i.e.,aproteinorRNAmolecule).",9758,32141700,,,,,,
Genetic code:,9915,32141700,,,,,,
"Thesequenceofnucleotides,codedintriplets(codons)alongthemRNAthatdeterminesthesequenceof aminoacidsinproteinsynthesis.",9929,32141700,,,,,,
"TheDNAsequenceofagenecanbeusedtopredictthemRNAsequence,andthegenetic codecaninturnbeusedtopredicttheaminoacidsequence.",10046,32141700,,,,,,
Gene product:,10166,32141700,,,,,,
"Thebiochemicalmaterial,eitherRNAorprotein,resultingfromexpressionofagene.",10180,32141700,,,,,,
Theamountofgene productisusedtomeasurehowactiveageneis;abnormalamountscanbecorrelatedwithdiseasecausingalleles.,10253,32141700,,,,,,
"Genome: Allthegeneticmaterialinthechromosomesofahuman. 
Mutation: AnyheritablechangeinDNAsequence.",10366,32141700,,,,,,
Protein: Alargemoleculecomposedofoneormorechainsofaminoacidsinaspecificorder;theorderisdeterminedbythe basesequenceofnucleotidesinthegenecodingfortheprotein.,10466,32141700,,,,,,
"Proteinsarerequiredforthestructure,functionandregulation ofthebody scells,tissuesandorgans,andeachproteinhasuniquefunctions.",10623,32141700,,,,,,
"Examplesarehormones,enzymesandantibodies.",10747,32141700,,,,,,
RNA (ribonucleicacid): Achemicalfoundinthenucleusandcytoplasmofcells;itplaysanimportantroleinproteinsynthesis andotherchemicalactivitiesofthecell.,10790,32141700,,,,,,
"ThestructureofRNAissimilartothatofDNA.ThereareseveralclassesofRNA molecules,includingmessengerRNA,transferRNA,ribosomalRNAandothersmallRNAs,eachservingadifferentpurpose.",10936,32141700,,,,,,
"200ForestStreet,2ndFloor Marlborough,MA01752",11108,32141700,,,,,,
800-394-4493 AthenaDiagnostics.com,11153,32141700,,,,,,
" 2014AthenaDiagnostics,Inc.AthenaDiagnosticsandtheAthenaDiagnosticslogoareregisteredtrademarksofAthenaDiagnostics,Inc. ADX499SG-11/14AK-REV02",11189,32141700,,,,,,
# Specimens:,0,96480505,,,,,,
Blue: Lav:,14,96480505,,,,,,
Red: SST:,27,96480505,,,,,,
Grn:,39,96480505,,,,,,
Gray:,45,96480505,,,,,,
"Urine Micro: 
Collect Date:",52,96480505,,,,,,
Time:,82,96480505,,,,,,
By: Depot:,89,96480505,,,,,,
ABN Signed:,102,96480505,,,,,,
*,115,96480505,,,,,,
"STAT* 
MR #:",116,96480505,,,,,,
"A #: 

REQUIRED (PRINT OR PATIENT LABEL) 
Name(Last, First, MI) 
Date of Birth",131,96480505,,,,,,
Sex:(circle),212,96480505,,,,,,
"M F 
Street Address 
Street Address 2 
City, State, Zip 
Phone Number 
Chart Number",225,96480505,,,,,,
Indicate primary (1) and secondary (2) insurance,311,96480505,,,,,,
__,361,96480505,,,,,,
Blue Cross/Shield,363,96480505,,,,,,
_,382,96480505,,,,,,
_Child Health Plus,383,96480505,,,,,,
__MVP,403,96480505,,,,,,
__Blue Choice,411,96480505,,,,,,
__Medicaid,426,96480505,,,,,,
__MVPG,438,96480505,,,,,,
_,447,96480505,,,,,,
Medicare Blue Choice,448,96480505,,,,,,
_,470,96480505,,,,,,
_,471,96480505,,,,,,
Medicare,472,96480505,,,,,,
_,482,96480505,,,,,,
_Aetna,483,96480505,,,,,,
_,492,96480505,,,,,,
_Other,493,96480505,,,,,,
1.,502,96480505,,,,,,
"Primary Contract #: 
Subscriber's Name: 
Relationship to Subscriber: 
2.",505,96480505,,,,,,
Secondary Contract,581,96480505,,,,,,
"Subscriber's Name: 
Relationship to Subscriber:",602,96480505,,,,,,
Doctor:,654,96480505,,,,,,
_,662,96480505,,,,,,
_,663,96480505,,,,,,
_,664,96480505,,,,,,
_,665,96480505,,,,,,
_________________________,666,96480505,,,,,,
_ Address:,691,96480505,,,,,,
_,702,96480505,,,,,,
_,703,96480505,,,,,,
_,704,96480505,,,,,,
_,705,96480505,,,,,,
"__________________________ ______________________________ ______________________________ 

Phone Results to: Fax Results to: 
Ordering Provider's Signature Date of Signature",706,96480505,,,,,,
Diagnosis Mandatory:,881,96480505,,,,,,
Signs/Symptoms or ICD10,902,96480505,,,,,,
Codes,926,96480505,,,,,,
"If ordered for screening, list test name here and write ""SCREENING"" after it 
Send Additional Reports",933,96480505,,,,,,
To: (Full Name/Address),1035,96480505,,,,,,
Compliance is Mandatory and Regulated.,1060,96480505,,,,,,
"For the laboratory to bill properly and receive payment for tests ordered on Medicare Beneficiaries, specific ICD-10 code(s) or a descriptive diagnosis must be included on each patient for each test ordered.",1099,96480505,,,,,,
It is critical that the diagnosis provided to the lab is consistent with those recorded in the patient medical record on the date of service.,1306,96480505,,,,,,
"SPECIMEN TYPE 
CVS Sterile Container/Media/Rm Temp 
Amniotic Fluid 
Date of Ultrasound / / GA on",1452,96480505,,,,,,
Date of Ultrasound weeks days,1549,96480505,,,,,,
Peripheral Blood (SMH),1581,96480505,,,,,,
Lavender/Green Top/Rm Temp (2-5 mL),1604,96480505,,,,,,
"Skin Biopsy Sterile Container/Media/Rm Temp 
POC (Do not Add Formalin)",1641,96480505,,,,,,
Sterile Container/Media/Refrig.,1712,96480505,,,,,,
INDICATION(S),1746,96480505,,,,,,
"FOR TEST 
Abnormal Maternal Serum/First Trimester Screen",1760,96480505,,,,,,
-specify,1817,96480505,,,,,,
_,1826,96480505,,,,,,
_,1827,96480505,,,,,,
_,1828,96480505,,,,,,
___________,1829,96480505,,,,,,
Abnormal Ultrasound Autism Biochemical Testing,1841,96480505,,,,,,
-specify,1888,96480505,,,,,,
:,1896,96480505,,,,,,
_,1897,96480505,,,,,,
_,1898,96480505,,,,,,
_,1899,96480505,,,,,,
_,1900,96480505,,,,,,
_______________,1901,96480505,,,,,,
"Congenital Anomalies -
specify:",1917,96480505,,,,,,
_,1949,96480505,,,,,,
_,1950,96480505,,,,,,
_,1951,96480505,,,,,,
_,1952,96480505,,,,,,
____________ Developmental Delay,1953,96480505,,,,,,
MR Dysmorphic Features Family History of Chromosome Abnormality,1987,96480505,,,,,,
-specify,2051,96480505,,,,,,
______________,2059,96480505,,,,,,
_ Failure to Thrive History of SAB Maternal Age Other,2073,96480505,,,,,,
-specify,2127,96480505,,,,,,
:,2135,96480505,,,,,,
_,2136,96480505,,,,,,
_,2137,96480505,,,,,,
_,2138,96480505,,,,,,
_,2139,96480505,,,,,,
________,2140,96480505,,,,,,
TEST(S),2151,96480505,,,,,,
*,2159,96480505,,,,,,
"Patient Consent required 
Chromosome G-Banding Analysis Mosaicism-Specify High Resolution Banding FISH for X, Y, 13, 18 and 21",2161,96480505,,,,,,
Other FISH -Specify,2288,96480505,,,,,,
_,2308,96480505,,,,,,
_,2309,96480505,,,,,,
_,2310,96480505,,,,,,
____________________,2311,96480505,,,,,,
_,2331,96480505,,,,,,
Fibroblast,2333,96480505,,,,,,
Only _______________,2344,96480505,,,,,,
"Chromosome Micro-Array CGH 
4 X 44K 4 X 180K + SNP Parental FISH Testing (FISHP)",2366,96480505,,,,,,
I have read the information on the back of this form and discussed it with my health care provider.,2450,96480505,,,,,,
I have been given the opportunity to ask questions and have them answered about the tests ordered.,2550,96480505,,,,,,
I authorize collection and analysis of the necessary sample(s).,2649,96480505,['A'],I authorize collection and analysis of the necessary sample(s).,['A'],I authorize collection and analysis of the necessary sample(s).,['A'],I authorize collection and analysis of the necessary sample(s).
